Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Medical Lab Scientist (MLS) AM/PM,$70K-$129K (Glassdoor est.),3.3,"Ascension
3.3","Kyle, TX",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Senior Data Analyst / Senior BI and Insights Analyst,$70K-$129K (Glassdoor est.),4.4,"Quantilus, Inc
4.4","Round Rock, TX",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD)
AI/DL Data Scientist,$50K-$110K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Round Rock, TX",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Scientist III (Molecular Biology),$50K-$110K (Glassdoor est.),3.1,"Integrated Resources, Inc
3.1","Austin, TX",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Data Engineer with NiFi,$50K-$110K (Glassdoor est.),4.1,"Accolite Inc
4.1","Austin, TX",501 to 1000 employees,2007,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Teradata Data Engineer,$50K-$110K (Glassdoor est.),-1,pddninc.net,"Austin, TX",-1,-1,-1,-1,-1,-1
Senior Data Engineer,$50K-$110K (Glassdoor est.),4,"Intelligent Waves LLC
4.0","Austin, TX",201 to 500 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
System Test Engineering Scientist,$50K-$110K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Staff Software Engineer - Back End (Java - Data Focused),$50K-$110K (Glassdoor est.),3.7,"Indeed
3.7","Austin, TX",10000+ employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Sr Advanced Data Architect/Data Engineer,$50K-$110K (Glassdoor est.),2.9,"Resideo Technologies, Inc.
2.9","Austin, TX",10000+ employees,2018,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
Master Architect - AI/DL Data Scientist,$50K-$110K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Round Rock, TX",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Data Engineer- Sr. Specialist,$50K-$110K (Glassdoor est.),3.7,"Allegan General Hospital
3.7","Austin, TX",201 to 500 employees,1938,Company - Private,-1,-1,$25 to $50 million (USD)
Computer Science Instructor and Course Developer - Data Science,$50K-$110K (Glassdoor est.),2.8,"Concordia University Texas
2.8","Austin, TX",201 to 500 employees,1926,College / University,Colleges & Universities,Education,$25 to $50 million (USD)
Ad Integrity Data Analyst-ATX,$50K-$110K (Glassdoor est.),3.8,"ByteDance
3.8","Austin, TX",10000+ employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Enterprise Architecture & Data Analytics Manager,$50K-$110K (Glassdoor est.),4.1,"Texas Association of Counties
4.1","Austin, TX",51 to 200 employees,1969,Nonprofit Organization,State & Regional Agencies,Government,$5 to $10 million (USD)
Federal - Data Engineer - Senior,$50K-$110K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","Austin, TX",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
Data Analyst/Program Manager,$50K-$110K (Glassdoor est.),-1,softsnippets,"Austin, TX",-1,-1,-1,-1,-1,-1
ASW Systems and MBSE Engineering Scientist Associate,$50K-$110K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
"Senior Behavioral Scientist - 100% Remote or Round Rock, TX",$50K-$110K (Glassdoor est.),4.1,"Dell Technologies
4.1","Austin, TX",10000+ employees,1984,Company - Public,IT Services,Information Technology,$10+ billion (USD)
"Senior Data Engineer (Austin, St. Louis or Toronto)",$50K-$110K (Glassdoor est.),3.8,"Ethoca
3.8","Austin, TX",51 to 200 employees,-1,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable
Sonar Systems Software Engineering Scientist,$50K-$110K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
Customer Service Supervisor (Medical Lab Scientist),$50K-$110K (Glassdoor est.),2.9,"Clinical Pathology Laboratories
2.9","Austin, TX",1001 to 5000 employees,1990,Company - Private,Research & Development,Business Services,$100 to $500 million (USD)
Senior Data Engineer / Architect,$50K-$110K (Glassdoor est.),-1,SNIPEBRIDGE,"Austin, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Senior Data Modeler - Technical Architect,$50K-$110K (Glassdoor est.),5,"Numentica LLC
5.0","Austin, TX",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Senior Data Engineer,$50K-$110K (Glassdoor est.),4.7,"Praetorian
4.7","Austin, TX",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
Principal Data Engineer,$50K-$110K (Glassdoor est.),4.2,"Procore Technologies
4.2","Austin, TX",1001 to 5000 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Big Data Engineer,$50K-$110K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","Austin, TX",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD)
Electronics Engineering Scientist,$50K-$110K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Cloud Data Engineer,$50K-$110K (Glassdoor est.),4.5,"Maven Wave Partners
4.5","Austin, TX",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
"Lead Data Engineer, Cloud (Austin, St. Louis or Toronto)",$50K-$110K (Glassdoor est.),3.8,"Ethoca
3.8","Austin, TX",51 to 200 employees,-1,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable
"Senior SW Engineer, Data Science ( Kubernetes/ Docker ) - Remote USA",$50K-$110K (Glassdoor est.),3.3,"FireEye, Inc.
3.3","Austin, TX",1001 to 5000 employees,2004,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Scientist III (Molecular Biology),$50K-$110K (Glassdoor est.),2.9,"CorTech LLC
2.9","Austin, TX",201 to 500 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
AWS Data Engineer,$62K-$112K (Glassdoor est.),1.6,"NextXap, Inc.
1.6","Austin, TX",501 to 1000 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
Data Engineer,$62K-$112K (Glassdoor est.),-1,Nigel Frank International US,"Austin, TX",1001 to 5000 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable
Data Engineer,$62K-$112K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Round Rock, TX",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Data Engineer with Security Clearance,$62K-$112K (Glassdoor est.),3.9,"Octo Consulting Group
3.9","Austin, TX",501 to 1000 employees,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Principal Machine Learning Engineer,$62K-$112K (Glassdoor est.),5,"KUNGFU.AI
5.0","Austin, TX",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
JPSC-7569 - Data Modeler,$62K-$112K (Glassdoor est.),4.5,"Avani Technology Solutions
4.5","Austin, TX",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Science Manager,$62K-$112K (Glassdoor est.),-1,Sphere Software LLC,"Austin, TX",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Senior Data Engineer,$62K-$112K (Glassdoor est.),-1,Civitech,"Austin, TX",1 to 50 employees,2019,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD)
Software Design Engineering Scientist,$62K-$112K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Staff Data Custodian - Onshore,$62K-$112K (Glassdoor est.),3.2,"Global Foundries
3.2","Austin, TX",10000+ employees,2009,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$2 to $5 billion (USD)
"Scientist, Quality Control",$62K-$112K (Glassdoor est.),4,"Molecular Templates Inc
4.0","Austin, TX",1 to 50 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD)
DPS - FIN - CAPPS Financial Senior Data Analyst,$62K-$112K (Glassdoor est.),3.4,"TEXAS DEPARTMENT OF PUBLIC SAFETY
3.4","Austin, TX",1001 to 5000 employees,-1,Government,Municipal Governments,Government,Unknown / Non-Applicable
Senior Machine Learning Engineer,$62K-$112K (Glassdoor est.),5,"KUNGFU.AI
5.0","Austin, TX",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Scientist III (Molecular Biology),$62K-$112K (Glassdoor est.),3.9,"TalentBurst, Inc.
3.9","Austin, TX",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Simulation Research Scientist Associate,$62K-$112K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Data Engineer- Sr. Specialist,$62K-$112K (Glassdoor est.),3.3,"Ascension
3.3","Austin, TX",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
SR. COMPUTER SCIENTIST - SR. RESEARCH ENGINEER - EMBEDDED SOFTWARE,$62K-$112K (Glassdoor est.),4.1,"Southwest Research Institute
4.1","Austin, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD)
Data Science Director,$62K-$112K (Glassdoor est.),-1,Sphere Software LLC,"Austin, TX",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Dev/Ops/Build and Release Engineering Scientist,$62K-$112K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Computer Science Instructor and Course Developer - Data Science,$62K-$112K (Glassdoor est.),-1,Concordia University of Austin TX,"Austin, TX",-1,-1,-1,-1,-1,-1
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SIGNAL PROCESSING,$62K-$112K (Glassdoor est.),4.1,"Southwest Research Institute
4.1","Austin, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD)
Austin Data Science Tutor Jobs,$62K-$112K (Glassdoor est.),4.2,"Varsity Tutors
4.2","Austin, TX",201 to 500 employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Digital Signal Processing Scientist,$62K-$112K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Signal Processing and Automation Engineering Scientist,$62K-$112K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
"Big Data Engineer/Lead/Architect - Austin, TX",$62K-$112K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","Austin, TX",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD)
Clinical Laboratory Scientist,$62K-$112K (Glassdoor est.),2.8,"Texas Health and Human Services Commission
2.8","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
Data Analyst â Junior,$62K-$112K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Austin, TX",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Kafka Data Engineer (remote),$62K-$112K (Glassdoor est.),3.3,"Thrivent
3.3","Austin, TX",5001 to 10000 employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD)
Simulation Engineering Scientist,$62K-$112K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
AMS Verification and Modeling Engineer,$62K-$112K (Glassdoor est.),4.3,"Cirrus Logic
4.3","Austin, TX",1001 to 5000 employees,1984,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$1 to $2 billion (USD)
Master Data Management (MDM) - Deloitte - (Remote/Contract/Freelance),$114K-$185K (Glassdoor est.),4.7,"Experfy
4.7","Austin, TX",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Lead Data Scientist - Secret Clearance Required,$114K-$185K (Glassdoor est.),3.9,"Deloitte & Touche L.L.P.
3.9","Austin, TX",10000+ employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Data Scientist Active Secret Clearance,$114K-$185K (Glassdoor est.),3.9,"Deloitte & Touche L.L.P.
3.9","Austin, TX",10000+ employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Medical Lab Scientist (MLS) Evenings,$114K-$185K (Glassdoor est.),-1,"Ascension Seton, TX","Austin, TX",-1,-1,-1,-1,-1,-1
Medical Lab Scientist (MLS)- Evening Shift,$114K-$185K (Glassdoor est.),-1,"Ascension Seton, TX","Austin, TX",-1,-1,-1,-1,-1,-1
Medical Lab Scientist (MLS) 2:00pm-10:30pm,$114K-$185K (Glassdoor est.),-1,"Ascension Seton, TX","Austin, TX",-1,-1,-1,-1,-1,-1
"Data Analyst, Lead with Security Clearance",$114K-$185K (Glassdoor est.),3.8,"Booz Allen Hamilton
3.8","Austin, TX",10000+ employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
Data Analytics Consultant,$61K-$94K (Glassdoor est.),3.3,"Blue Cross Blue Shield of Florida
3.3","Jacksonville, FL",10000+ employees,1944,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist - Nationwide Opportunities,$61K-$94K (Glassdoor est.),3.9,"Amazon
3.9","Jacksonville, FL",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$61K-$94K (Glassdoor est.),-1,Springhead Technologies,"Jacksonville, FL",-1,-1,-1,-1,-1,-1
Data Scientist,$61K-$94K (Glassdoor est.),-1,GradTests (gradtests.com),"Jacksonville, FL",-1,-1,-1,-1,-1,-1
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$61K-$94K (Glassdoor est.),3.5,"Internal Revenue Service
3.5","Jacksonville, FL",10000+ employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data Analyst,$61K-$94K (Glassdoor est.),3,"CSI Tech Inc.
3.0","Jacksonville, FL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Engineer,$61K-$94K (Glassdoor est.),4.3,"Energy Authority
4.3","Jacksonville, FL",201 to 500 employees,-1,Government,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable
Data Scientist III,$61K-$94K (Glassdoor est.),4.1,"Infomatics Corp
4.1","Jacksonville, FL",51 to 200 employees,2005,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Value Based Analytics - Data Analytics Consultant,$61K-$94K (Glassdoor est.),3.3,"Florida Blue
3.3","Jacksonville, FL",10000+ employees,1944,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD)
Sr. Data Scientist,$61K-$94K (Glassdoor est.),4.6,"Conch Technologies, Inc
4.6","Jacksonville, FL",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD)
Data Analyst,$61K-$94K (Glassdoor est.),4.5,"Green Key Resources
4.5","Jacksonville, FL",201 to 500 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Business/Data Analyst,$61K-$94K (Glassdoor est.),-1,SGA Inc.,"Jacksonville, FL",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD)
Data Analyst,$61K-$94K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
The Home Depot PRO - Data Analyst,$61K-$94K (Glassdoor est.),3.6,"Home Depot
3.6","Jacksonville, FL",10000+ employees,1978,Company - Public,-1,-1,$10+ billion (USD)
